time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,att_phi,att_theta,att_psi,rate_p,rate_q,rate_r,cmd_thrust,cmd_roll,cmd_pitch,cmd_yaw
1333.164062,-3.957031,1.437500,-1.187500,0.000000,0.000000,-0.028780,0.120026,-0.203551,0.208251,-0.044189,0.142090,0.025879,0,-4500,4500,0
1333.173828,-3.957031,1.437500,-1.187500,0.009998,0.000000,-0.028275,0.119417,-0.202180,0.208748,-0.033447,0.138428,0.029053,0,-4500,4500,0
1333.183594,-3.957031,1.437500,-1.187500,0.009998,0.000000,-0.025848,0.119001,-0.200997,0.209197,-0.036133,0.127686,0.026367,0,-4500,4500,0
1333.193359,-3.957031,1.437500,-1.187500,0.009998,0.000000,-0.023308,0.118608,-0.199813,0.209671,-0.026611,0.108643,0.035400,0,-4500,4500,0
1333.203125,-3.957031,1.437500,-1.187500,0.009998,0.000000,-0.020718,0.118383,-0.198877,0.210262,-0.012207,0.094727,0.043945,0,-4500,4500,0
1333.212891,-3.957031,1.429688,-1.191406,-0.009998,-0.009998,-0.030287,0.118185,-0.198132,0.210606,0.002197,0.078857,0.046631,0,-4500,4500,0
1333.222656,-3.957031,1.429688,-1.191406,-0.009998,-0.009998,-0.027658,0.118047,-0.197572,0.211154,0.000977,0.062256,0.048828,0,-4500,4500,0
1333.232422,-3.957031,1.429688,-1.191406,-0.009998,-0.009998,-0.025316,0.118032,-0.197074,0.211702,0.006836,0.050049,0.051514,0,-4500,4500,0
1333.242188,-3.957031,1.429688,-1.191406,0.009998,0.000000,-0.030169,0.118087,-0.196701,0.212250,0.020020,0.043213,0.055176,0,-4500,4500,0
1333.251953,-3.957031,1.429688,-1.191406,0.009998,0.000000,-0.026810,0.118087,-0.196265,0.212762,0.021973,0.033691,0.048828,0,-4500,4500,0
1333.261719,-3.957031,1.429688,-1.191406,0.009998,0.000000,-0.024481,0.118149,-0.196078,0.213275,0.016357,0.022949,0.044434,0,-4500,4500,0
1333.271484,-3.957031,1.429688,-1.195312,0.000000,0.000000,-0.027191,0.118327,-0.196016,0.213640,0.020508,0.012939,0.043457,0,-4500,4500,0
1333.281372,-3.957031,1.429688,-1.195312,0.000000,0.000000,-0.024971,0.118450,-0.196016,0.213958,0.025879,-0.000244,0.034424,0,-4500,4500,0
1333.290039,-3.957031,1.429688,-1.195312,0.000000,0.000000,-0.023735,0.118519,-0.196078,0.214349,0.018311,-0.016113,0.031250,0,-4500,4500,0
1333.300781,-3.957031,1.429688,-1.195312,-0.009998,0.000000,-0.026094,0.118650,-0.196389,0.214558,0.006348,-0.023682,0.023682,0,-4500,4500,0
1333.310547,-3.957031,1.429688,-1.195312,-0.009998,0.000000,-0.026630,0.118658,-0.196638,0.214767,0.004883,-0.023682,0.022705,0,-4500,4500,0
1333.320312,-3.957031,1.429688,-1.195312,-0.009998,0.000000,-0.025415,0.118734,-0.196825,0.214962,0.000488,-0.015137,0.019531,0,-4500,4500,0
1333.330078,-3.957031,1.429688,-1.195312,-0.009998,0.000000,-0.024858,0.118603,-0.197012,0.215037,-0.017090,-0.009277,0.020020,0,-4500,4500,0
1333.339844,-3.957031,1.429688,-1.195312,0.000000,0.000000,-0.026079,0.118418,-0.197136,0.215219,-0.021240,-0.007812,0.025879,0,-4500,4500,0
1333.349609,-3.957031,1.429688,-1.195312,0.000000,0.000000,-0.026409,0.118178,-0.197261,0.215489,-0.017578,-0.008789,0.031738,0,-4500,4500,0
1333.359375,-3.957031,1.429688,-1.195312,0.000000,0.000000,-0.026377,0.117985,-0.197385,0.215745,-0.016602,-0.008789,0.035400,0,-4500,4500,0
1333.369141,-3.957031,1.429688,-1.199219,0.000000,0.000000,-0.027510,0.117683,-0.197510,0.216076,-0.024414,-0.012451,0.038086,0,-4500,4500,0
1333.378906,-3.957031,1.429688,-1.199219,0.000000,0.000000,-0.028046,0.117382,-0.197759,0.216420,-0.034180,-0.018799,0.037109,0,-4500,4500,0
1333.388672,-3.957031,1.429688,-1.199219,0.000000,0.000000,-0.029030,0.116996,-0.197945,0.216738,-0.030762,-0.011475,0.033936,0,-4500,4500,0
1333.398438,-3.957031,1.429688,-1.199219,0.000000,0.000000,-0.029984,0.116494,-0.198070,0.217116,-0.039307,-0.005127,0.029541,0,-4500,4500,0
1333.408203,-3.957031,1.429688,-1.199219,0.000000,0.000000,-0.030359,0.116061,-0.198132,0.217237,-0.044189,-0.000732,0.020508,0,-4500,4500,0
1333.417969,-3.957031,1.429688,-1.199219,0.000000,0.000000,-0.031271,0.115505,-0.198070,0.217386,-0.058594,0.014404,0.007324,0,-4500,4500,0
1333.427734,-3.957031,1.429688,-1.199219,0.000000,0.000000,-0.031921,0.114996,-0.197945,0.217433,-0.058594,0.018066,0.000000,0,-4500,4500,0
1333.436523,-3.957031,1.429688,-1.199219,0.000000,0.000000,-0.031948,0.114301,-0.197696,0.217359,-0.063965,0.026123,-0.003174,0,-4500,4500,0
1333.447266,-3.957031,1.429688,-1.199219,0.000000,0.000000,-0.032467,0.113675,-0.197447,0.217298,-0.068115,0.032471,-0.014893,0,-4500,4500,0
1333.457031,-3.957031,1.429688,-1.199219,0.000000,0.000000,-0.033085,0.113152,-0.197136,0.217197,-0.061279,0.031006,-0.018066,0,-4500,4500,0
1333.466797,-3.957031,1.429688,-1.199219,0.000000,0.000000,-0.035988,0.112712,-0.196701,0.217062,-0.043701,0.037842,-0.015869,0,-4500,4500,0
1333.476562,-3.957031,1.437500,-1.195312,0.000000,0.000000,-0.022440,0.112259,-0.196265,0.216840,-0.043213,0.049072,-0.019043,0,-4500,4500,0
1333.486328,-3.957031,1.437500,-1.195312,0.000000,0.000000,-0.022150,0.111819,-0.195705,0.216705,-0.041992,0.056885,-0.013916,0,-4500,4500,0
1333.496094,-3.957031,1.437500,-1.195312,0.000000,0.000000,-0.021133,0.111482,-0.195207,0.216604,-0.030762,0.051025,-0.009521,0,-4500,4500,0
1333.505859,-3.949219,1.437500,-1.199219,0.000000,0.000000,-0.021465,0.111228,-0.194709,0.216530,-0.018066,0.050537,-0.009521,0,-4500,4500,0
1333.515625,-3.949219,1.437500,-1.199219,0.000000,0.000000,-0.020439,0.111090,-0.194212,0.216503,-0.011230,0.051025,-0.010010,0,-4500,4500,0
1333.525391,-3.949219,1.437500,-1.199219,0.000000,0.000000,-0.019600,0.110953,-0.193776,0.216550,-0.012207,0.041992,-0.002197,0,-4500,4500,0
1333.535156,-3.949219,1.437500,-1.199219,0.000000,0.000000,-0.019186,0.111062,-0.193341,0.216463,0.008057,0.040527,0.002441,0,-4500,4500,0
1333.544922,-3.949219,1.437500,-1.195312,0.000000,0.000000,-0.015055,0.110987,-0.193030,0.216558,0.008057,0.040527,0.009277,0,-4500,4500,0
1333.554688,-3.949219,1.437500,-1.199219,0.000000,0.000000,-0.013451,0.111042,-0.192595,0.216740,0.004883,0.043701,0.014648,0,-4500,4500,0
1333.564453,-3.949219,1.437500,-1.199219,0.000000,0.000000,-0.011816,0.111158,-0.192222,0.216969,0.017334,0.041992,0.019043,0,-4500,4500,0
1333.574219,-3.949219,1.437500,-1.199219,0.000000,0.000000,-0.010696,0.111282,-0.191911,0.217212,0.013916,0.032471,0.023926,0,-4500,4500,0
1333.583984,-3.949219,1.437500,-1.199219,0.000000,0.000000,-0.008389,0.111522,-0.191662,0.217516,0.030029,0.029297,0.028809,0,-4500,4500,0
1333.593750,-3.949219,1.437500,-1.199219,0.000000,0.000000,-0.006269,0.111639,-0.191475,0.217806,0.020508,0.020264,0.027100,0,-4500,4500,0
1333.603516,-3.949219,1.437500,-1.199219,0.000000,0.000000,-0.004868,0.111769,-0.191351,0.218015,0.025391,0.006104,0.030518,0,-4500,4500,0
1333.613281,-3.949219,1.437500,-1.199219,0.000000,0.000000,-0.003357,0.111962,-0.191351,0.218224,0.029053,-0.003418,0.031982,0,-4500,4500,0
1333.623047,-3.949219,1.437500,-1.195312,0.000000,0.000000,0.000288,0.112209,-0.191413,0.218602,0.027832,-0.009766,0.033691,0,-4500,4500,0
1333.632812,-3.949219,1.437500,-1.195312,0.000000,0.000000,0.001566,0.112401,-0.191600,0.218871,0.025391,-0.011963,0.034668,0,-4500,4500,0
1333.642578,-3.949219,1.437500,-1.199219,-0.009998,0.000000,0.001612,0.112532,-0.191724,0.219128,0.017334,-0.011475,0.034668,0,-4500,4500,0
1333.652344,-3.949219,1.437500,-1.199219,-0.009998,0.000000,0.002295,0.112786,-0.191786,0.219519,0.028564,-0.008789,0.033691,0,-4500,4500,0
1333.662109,-3.949219,1.437500,-1.199219,-0.009998,0.000000,0.003214,0.112902,-0.191911,0.219748,0.023193,-0.000244,0.031006,0,-4500,4500,0
1333.671875,-3.949219,1.437500,-1.199219,-0.009998,0.000000,0.003006,0.113095,-0.191973,0.220018,0.016357,0.002930,0.027832,0,-4500,4500,0
1333.681641,-3.949219,1.437500,-1.199219,-0.009998,0.000000,0.003448,0.113287,-0.191973,0.220213,0.015869,0.006592,0.022461,0,-4500,4500,0
1333.691406,-3.949219,1.437500,-1.199219,-0.009998,0.000000,0.003334,0.113404,-0.192035,0.220335,0.023193,-0.000244,0.021484,0,-4500,4500,0
1333.701172,-3.957031,1.437500,-1.199219,0.000000,0.000000,0.002907,0.113596,-0.192035,0.220605,0.021973,-0.002930,0.017578,0,-4500,4500,0
1333.710938,-3.957031,1.437500,-1.195312,0.000000,0.000000,0.014076,0.113781,-0.192097,0.220591,0.009033,-0.012451,0.007568,0,-4500,4500,0
1333.719727,-3.957031,1.437500,-1.195312,0.000000,0.000000,0.014490,0.113919,-0.192222,0.220618,0.008545,-0.013428,0.002197,0,-4500,4500,0
1333.730469,-3.957031,1.437500,-1.195312,0.000000,0.000000,0.014246,0.113981,-0.192408,0.220618,0.011230,-0.015137,-0.002441,0,-4500,4500,0
1333.740234,-3.957031,1.437500,-1.191406,0.000000,0.000000,0.021673,0.114050,-0.192533,0.220483,0.003662,-0.012939,-0.007568,0,-4500,4500,0
1333.750000,-3.957031,1.437500,-1.191406,0.000000,0.000000,0.020924,0.114050,-0.192595,0.220423,-0.008057,-0.011963,-0.012939,0,-4500,4500,0
1333.759766,-3.957031,1.437500,-1.191406,0.000000,0.000000,0.020296,0.114057,-0.192657,0.220241,-0.007568,-0.005127,-0.015625,0,-4500,4500,0
1333.769531,-3.957031,1.437500,-1.191406,0.000000,0.000000,0.019207,0.114152,-0.192711,0.220095,-0.001709,-0.002441,-0.012451,0,-4500,4500,0
1333.779297,-3.957031,1.437500,-1.191406,0.000000,0.000000,0.024172,0.114064,-0.192719,0.219890,-0.006836,-0.002441,-0.015137,0,-4500,4500,0
1333.789062,-3.957031,1.437500,-1.191406,0.000000,0.000000,0.022968,0.114002,-0.192719,0.219769,-0.010010,-0.003906,-0.010254,0,-4500,4500,0
1333.798828,-3.957031,1.437500,-1.191406,0.000000,0.000000,0.021585,0.114009,-0.192843,0.219647,-0.000488,-0.013428,-0.008789,0,-4500,4500,0
1333.808594,-3.957031,1.437500,-1.191406,0.000000,0.000000,0.023312,0.114009,-0.192968,0.219465,0.009521,-0.013428,-0.001709,0,-4500,4500,0
1333.818359,-3.957031,1.437500,-1.191406,0.000000,0.000000,0.022539,0.114133,-0.193092,0.219391,0.009521,-0.006592,-0.001221,0,-4500,4500,0
1333.828125,-3.957031,1.437500,-1.191406,0.000000,0.000000,0.021255,0.114318,-0.193154,0.219391,0.009033,0.004639,-0.000732,0,-4500,4500,0
1333.837891,-3.957031,1.437500,-1.187500,0.000000,0.000000,0.022013,0.114449,-0.193030,0.219330,0.012695,0.021240,0.001221,0,-4500,4500,0
1333.847656,-3.957031,1.437500,-1.187500,0.000000,0.000000,0.021637,0.114620,-0.192657,0.219303,0.011719,0.038330,-0.005615,0,-4500,4500,0
1333.857422,-3.957031,1.437500,-1.191406,0.000000,0.000000,0.018810,0.114620,-0.192222,0.219303,0.002197,0.050049,-0.017334,0,-4500,4500,0
1333.867188,-3.957031,1.437500,-1.191406,0.000000,0.000000,0.018560,0.114831,-0.191735,0.219147,0.000000,0.046387,-0.029053,0,-4500,4500,0
1333.876953,-3.957031,1.437500,-1.187500,0.000000,0.000000,0.020546,0.114839,-0.191289,0.218784,0.008057,0.038818,-0.040039,0,-4500,4500,0
1333.886719,-3.957031,1.437500,-1.187500,0.000000,0.000000,0.020502,0.114900,-0.190854,0.218271,0.000977,0.032471,-0.049805,0,-4500,4500,0
1333.896484,-3.957031,1.437500,-1.187500,0.000000,0.000000,0.020786,0.115071,-0.190481,0.217732,-0.009033,0.027100,-0.057617,0,-4500,4500,0
1333.906250,-3.957031,1.437500,-1.187500,0.000000,-0.009998,0.022486,0.115133,-0.190232,0.217219,-0.009033,0.027832,-0.062988,0,-4500,4500,0
1333.916016,-3.957031,1.437500,-1.187500,0.000000,-0.009998,0.023422,0.115181,-0.189859,0.216559,-0.003174,0.033691,-0.062012,0,-4500,4500,0
1333.925781,-3.957031,1.437500,-1.187500,0.000000,-0.009998,0.024612,0.115242,-0.189362,0.215999,-0.006836,0.038818,-0.058105,0,-4500,4500,0
1333.935547,-3.957031,1.437500,-1.187500,0.000000,-0.009998,0.029510,0.115258,-0.188946,0.215533,-0.014893,0.042725,-0.059326,0,-4500,4500,0
1333.945312,-3.957031,1.437500,-1.187500,0.000000,-0.009998,0.030012,0.115214,-0.188430,0.214921,-0.006348,0.043701,-0.052979,0,-4500,4500,0
1333.955078,-3.957031,1.437500,-1.187500,0.000000,-0.009998,0.031252,0.115261,-0.187995,0.214383,-0.003174,0.037354,-0.044434,0,-4500,4500,0
1333.964844,-3.957031,1.437500,-1.187500,0.000000,-0.009998,0.033005,0.115268,-0.187622,0.214066,-0.003662,0.027832,-0.042236,0,-4500,4500,0
1333.974609,-3.957031,1.437500,-1.187500,0.000000,-0.009998,0.033394,0.115316,-0.187374,0.213528,-0.010742,0.014404,-0.041260,0,-4500,4500,0
1333.984375,-3.957031,1.437500,-1.187500,0.000000,-0.009998,0.035219,0.115323,-0.187250,0.213102,-0.005859,0.002441,-0.036377,0,-4500,4500,0
1333.994141,-3.957031,1.437500,-1.187500,0.000000,-0.009998,0.036758,0.115254,-0.187250,0.212786,-0.006348,-0.006592,-0.034180,0,-4500,4500,0
1334.003906,-3.957031,1.437500,-1.187500,0.000000,-0.009998,0.038639,0.115192,-0.187250,0.212334,-0.016602,-0.015625,-0.036865,0,-4500,4500,0
1334.013672,-3.957031,1.437500,-1.187500,0.000000,0.000000,0.040415,0.115123,-0.187436,0.211883,-0.025635,-0.024658,-0.038086,0,-4500,4500,0
1334.023438,-3.957031,1.437500,-1.187500,0.000000,0.000000,0.041887,0.114953,-0.187684,0.211519,-0.025635,-0.029053,-0.032227,0,-4500,4500,0
1334.033203,-3.957031,1.437500,-1.187500,0.000000,0.000000,0.042995,0.114713,-0.187933,0.211228,-0.023438,-0.032715,-0.029053,0,-4500,4500,0
1334.042969,-3.957031,1.437500,-1.187500,0.000000,-0.009998,0.041542,0.114459,-0.188181,0.210837,-0.030273,-0.030029,-0.026367,0,-4500,4500,0
1334.052734,-3.957031,1.437500,-1.187500,0.000000,-0.009998,0.042807,0.114103,-0.188430,0.210486,-0.041016,-0.031738,-0.024658,0,-4500,4500,0
1334.062500,-3.957031,1.437500,-1.187500,0.000000,-0.009998,0.043697,0.113787,-0.188741,0.210230,-0.031494,-0.029541,-0.018799,0,-4500,4500,0
1334.072266,-3.957031,1.437500,-1.187500,0.000000,0.000000,0.041611,0.113416,-0.189051,0.210060,-0.026611,-0.030029,-0.009766,0,-4500,4500,0
1334.082031,-3.957031,1.437500,-1.187500,0.000000,0.000000,0.042103,0.113114,-0.189362,0.209939,-0.031494,-0.033691,-0.003906,0,-4500,4500,0
1334.091797,-3.957031,1.437500,-1.187500,0.000000,0.000000,0.040236,0.112806,-0.189673,0.209891,-0.028320,-0.034912,0.003174,0,-4500,4500,0
1334.101562,-3.957031,1.437500,-1.187500,0.000000,0.000000,0.040676,0.112620,-0.189921,0.209891,-0.010742,-0.032715,0.011719,0,-4500,4500,0
1334.111328,-3.957031,1.437500,-1.187500,-0.009998,0.000000,0.038786,0.112435,-0.190232,0.209952,-0.005859,-0.031738,0.015625,0,-4500,4500,0
1334.120117,-3.957031,1.437500,-1.187500,-0.009998,0.000000,0.038767,0.112308,-0.190651,0.209973,-0.012695,-0.030518,0.017090,0,-4500,4500,0
1334.130859,-3.957031,1.437500,-1.187500,-0.009998,0.000000,0.038509,0.112147,-0.190978,0.210199,-0.003662,-0.029053,0.020752,0,-4500,4500,0
1334.140625,-3.957031,1.437500,-1.187500,-0.009998,0.000000,0.036085,0.112024,-0.191289,0.210320,0.007324,-0.025879,0.023438,0,-4500,4500,0
1334.150391,-3.957031,1.437500,-1.187500,-0.009998,0.000000,0.035755,0.111969,-0.191538,0.210468,0.003174,-0.021973,0.025635,0,-4500,4500,0
1334.160156,-3.957031,1.437500,-1.187500,-0.009998,0.000000,0.035044,0.111976,-0.191786,0.210798,0.005859,-0.014160,0.034668,0,-4500,4500,0
1334.169922,-3.957031,1.437500,-1.187500,-0.009998,0.000000,0.032736,0.112071,-0.191939,0.211171,0.003662,-0.009277,0.028809,0,-4500,4500,0
1334.179688,-3.957031,1.437500,-1.187500,-0.009998,0.000000,0.030560,0.112037,-0.192035,0.211310,0.020508,-0.005127,0.029785,0,-4500,4500,0
1334.189453,-3.957031,1.437500,-1.187500,-0.009998,0.000000,0.029797,0.112182,-0.192097,0.211593,0.015381,0.001953,0.032959,0,-4500,4500,0
1334.199219,-3.957031,1.437500,-1.187500,-0.009998,0.000000,0.028933,0.112168,-0.192097,0.211958,0.005859,0.001465,0.035645,0,-4500,4500,0
1334.208984,-3.957031,1.437500,-1.187500,-0.009998,0.000000,0.026073,0.112292,-0.192159,0.212275,0.031250,0.000244,0.038330,0,-4500,4500,0
1334.218750,-3.957031,1.437500,-1.187500,-0.009998,0.000000,0.024601,0.112422,-0.192159,0.212605,0.022705,0.001953,0.037354,0,-4500,4500,0
1334.228516,-3.957031,1.437500,-1.187500,-0.009998,0.000000,0.023418,0.112429,-0.192284,0.212996,0.016846,0.003418,0.046387,0,-4500,4500,0
1334.238281,-3.957031,1.437500,-1.187500,-0.009998,0.000000,0.019890,0.112601,-0.192346,0.213347,0.011719,0.006592,0.044678,0,-4500,4500,0
1334.248047,-3.957031,1.437500,-1.187500,-0.009998,0.000000,0.018240,0.112539,-0.192222,0.213921,0.014404,0.016113,0.053223,0,-4500,4500,0
1334.257812,-3.957031,1.437500,-1.187500,-0.009998,0.000000,0.016438,0.112662,-0.192097,0.214494,0.023682,0.025635,0.059570,0,-4500,4500,0
1334.267578,-3.957031,1.437500,-1.187500,-0.009998,0.000000,0.014610,0.112601,-0.191911,0.215128,0.011230,0.037354,0.053711,0,-4500,4500,0
1334.277344,-3.957031,1.437500,-1.187500,-0.009998,0.000000,0.011223,0.112710,-0.191413,0.215492,0.015869,0.058105,0.051758,0,-4500,4500,0
1334.287109,-3.957031,1.437500,-1.187500,-0.009998,0.000000,0.009775,0.112758,-0.190916,0.216086,0.012207,0.067139,0.047852,0,-4500,4500,0
1334.296875,-3.957031,1.437500,-1.187500,-0.009998,0.000000,0.008593,0.112820,-0.190170,0.216720,0.016846,0.085693,0.044189,0,-4500,4500,0
1334.306641,-3.957031,1.437500,-1.187500,-0.009998,0.000000,0.008163,0.112922,-0.189362,0.217118,0.011719,0.098389,0.031982,0,-4500,4500,0
1334.316406,-3.957031,1.437500,-1.187500,-0.009998,0.000000,0.006020,0.112963,-0.188492,0.217395,0.000000,0.101074,0.017578,0,-4500,4500,0
1334.326172,-3.957031,1.437500,-1.187500,-0.009998,0.000000,0.006971,0.113004,-0.187498,0.217672,0.005371,0.103271,0.007080,0,-4500,4500,0
1334.335938,-3.957031,1.437500,-1.187500,-0.009998,0.000000,0.006550,0.112990,-0.186504,0.217840,0.000977,0.103271,0.000244,0,-4500,4500,0
1334.345703,-3.957031,1.437500,-1.187500,0.000000,0.000000,0.004541,0.112962,-0.185510,0.217786,-0.003662,0.093262,-0.011475,0,-4500,4500,0
1334.355469,-3.957031,1.437500,-1.187500,0.000000,0.000000,0.004274,0.112948,-0.184703,0.217686,-0.004395,0.080322,-0.015137,0,-4500,4500,0
1334.365234,-3.957031,1.437500,-1.187500,0.000000,0.000000,0.004353,0.112920,-0.183710,0.217524,-0.000977,0.062744,-0.020020,0,-4500,4500,0
1334.375000,-3.957031,1.437500,-1.187500,0.000000,0.000000,0.002840,0.112851,-0.183213,0.217315,-0.000977,0.048584,-0.016602,0,-4500,4500,0
1334.384766,-3.957031,1.437500,-1.187500,0.000000,0.000000,0.002560,0.112844,-0.182841,0.217167,-0.008545,0.036133,-0.015625,0,-4500,4500,0
1334.394531,-3.957031,1.437500,-1.187500,0.000000,0.000000,0.002579,0.112830,-0.182468,0.217201,-0.006348,0.029785,-0.009277,0,-4500,4500,0
1334.404297,-3.957031,1.437500,-1.187500,0.000000,0.000000,0.001951,0.112768,-0.182096,0.217141,0.002686,0.031006,0.004883,0,-4500,4500,0
1334.414062,-3.957031,1.437500,-1.187500,0.000000,0.000000,0.001860,0.112693,-0.181786,0.217175,-0.001709,0.041504,0.012207,0,-4500,4500,0
1334.423828,-3.957031,1.437500,-1.187500,0.000000,0.000000,0.002745,0.112569,-0.181351,0.217309,-0.011719,0.048584,0.017578,0,-4500,4500,0
1334.433594,-3.957031,1.437500,-1.187500,0.000000,0.000000,0.003323,0.112562,-0.180855,0.217673,-0.009033,0.053711,0.025635,0,-4500,4500,0
1334.443359,-3.957031,1.429688,-1.191406,0.000000,0.000000,-0.007927,0.112418,-0.180421,0.217888,0.000977,0.059570,0.027100,0,-4500,4500,0
1334.453125,-3.957031,1.429688,-1.191406,0.000000,0.000000,-0.006973,0.112288,-0.179862,0.218205,0.000000,0.060059,0.027100,0,-4500,4500,0
1334.462891,-3.957031,1.429688,-1.191406,0.000000,0.000000,-0.005709,0.112205,-0.179242,0.218541,-0.002686,0.063965,0.020264,0,-4500,4500,0
1334.472656,-3.957031,1.429688,-1.191406,0.000000,0.000000,-0.012833,0.112260,-0.178684,0.218723,0.005371,0.059082,0.018066,0,-4500,4500,0
1334.482422,-3.957031,1.429688,-1.191406,0.000000,0.000000,-0.012949,0.112246,-0.178126,0.218877,0.010742,0.054932,0.017090,0,-4500,4500,0
1334.492188,-3.957031,1.429688,-1.191406,0.000000,0.000000,-0.011124,0.112239,-0.177691,0.219059,0.013184,0.044189,0.013428,0,-4500,4500,0
1334.501953,-3.957031,1.429688,-1.191406,0.000000,0.000000,-0.008808,0.112342,-0.177319,0.219274,0.016357,0.038330,0.011719,0,-4500,4500,0
1334.511719,-3.957031,1.429688,-1.195312,0.000000,0.000000,-0.012316,0.112527,-0.176885,0.219382,0.027832,0.033691,0.016113,0,-4500,4500,0
1334.521484,-3.957031,1.429688,-1.195312,0.000000,0.000000,-0.009390,0.112766,-0.176699,0.219563,0.031738,0.028320,0.017578,0,-4500,4500,0
1334.531250,-3.957031,1.429688,-1.195312,0.000000,0.000000,-0.006029,0.112965,-0.176327,0.219711,0.021484,0.020264,0.018066,0,-4500,4500,0
1334.540039,-3.957031,1.429688,-1.195312,-0.009998,0.000000,-0.006952,0.113143,-0.176389,0.219819,0.016846,0.001953,0.021484,0,-4500,4500,0
1334.550781,-3.957031,1.429688,-1.195312,-0.009998,0.000000,-0.003754,0.113334,-0.176327,0.220027,0.025391,-0.017822,0.020264,0,-4500,4500,0
1334.560547,-3.957031,1.429688,-1.195312,-0.009998,0.000000,-0.001070,0.113465,-0.176637,0.220223,0.032227,-0.032227,0.028320,0,-4500,4500,0
1334.570312,-3.957031,1.429688,-1.195312,-0.009998,0.000000,0.002087,0.113671,-0.177195,0.220519,0.026367,-0.056152,0.031982,0,-4500,4500,0
1334.580078,-3.957031,1.429688,-1.195312,-0.009998,0.000000,0.002083,0.113924,-0.177877,0.220714,0.027344,-0.074219,0.043701,0,-4500,4500,0
1334.589844,-3.957031,1.429688,-1.195312,-0.009998,0.000000,0.004841,0.114206,-0.178746,0.221145,0.032715,-0.092285,0.060303,0,-4500,4500,0
1334.599609,-3.957031,1.429688,-1.195312,-0.009998,0.000000,0.007647,0.114398,-0.179800,0.221670,0.035400,-0.106201,0.068604,0,-4500,4500,0
1334.609375,-3.957031,1.437500,-1.195312,0.000000,0.009998,0.019176,0.114699,-0.181066,0.222261,0.036377,-0.121582,0.071289,0,-4500,4500,0
1334.619141,-3.957031,1.437500,-1.195312,0.000000,0.009998,0.020826,0.114893,-0.182282,0.222742,0.033691,-0.133789,0.076172,0,-4500,4500,0
1334.628906,-3.957031,1.437500,-1.195312,0.000000,0.009998,0.022566,0.115114,-0.183772,0.223383,0.037109,-0.145508,0.079834,0,-4500,4500,0
1334.638672,-3.957031,1.437500,-1.195312,0.000000,0.009998,0.022840,0.115393,-0.185338,0.223976,0.030518,-0.151855,0.071289,0,-4500,4500,0
1334.648438,-3.957031,1.437500,-1.191406,0.000000,0.009998,0.029284,0.115494,-0.186939,0.224336,0.020020,-0.159424,0.062988,0,-4500,4500,0
1334.658203,-3.957031,1.437500,-1.191406,0.000000,0.009998,0.029423,0.115722,-0.188430,0.224796,0.016357,-0.149170,0.056396,0,-4500,4500,0
1334.667969,-3.957031,1.437500,-1.191406,0.000000,0.009998,0.029043,0.115689,-0.189984,0.225061,0.011230,-0.143311,0.050537,0,-4500,4500,0
1334.677734,-3.957031,1.437500,-1.191406,0.000000,0.009998,0.032351,0.115649,-0.191289,0.225224,-0.001709,-0.126953,0.037842,0,-4500,4500,0
1334.687500,-3.957031,1.437500,-1.191406,0.000000,0.009998,0.030743,0.115616,-0.192533,0.225461,-0.010742,-0.115723,0.028809,0,-4500,4500,0
1334.697266,-3.957031,1.437500,-1.191406,0.000000,0.009998,0.028927,0.115514,-0.193652,0.225456,-0.013916,-0.103027,0.021973,0,-4500,4500,0
1334.707031,-3.957031,1.437500,-1.191406,0.000000,0.009998,0.026304,0.115419,-0.194585,0.225512,-0.014893,-0.091309,0.016113,0,-4500,4500,0
1334.716797,-3.957031,1.437500,-1.191406,0.000000,0.009998,0.025555,0.115205,-0.195494,0.225616,-0.022461,-0.079102,0.007080,0,-4500,4500,0
1334.726562,-3.957031,1.437500,-1.191406,0.000000,0.009998,0.023277,0.114967,-0.196203,0.225609,-0.025146,-0.064209,0.000732,0,-4500,4500,0
1334.736328,-3.957031,1.437500,-1.191406,0.000000,0.009998,0.020327,0.114843,-0.196701,0.225488,-0.017090,-0.057617,-0.000732,0,-4500,4500,0
1334.746094,-3.957031,1.437500,-1.187500,0.000000,0.009998,0.017403,0.114734,-0.197198,0.225455,-0.012695,-0.038574,-0.001221,0,-4500,4500,0
1334.755859,-3.957031,1.449219,-1.187500,0.000000,0.000000,0.016565,0.114555,-0.197572,0.225273,-0.019775,-0.023682,-0.002441,0,-4500,4500,0
1334.765625,-3.957031,1.449219,-1.187500,0.000000,0.000000,0.012888,0.114370,-0.197634,0.225226,-0.018555,-0.001221,0.000244,0,-4500,4500,0
1334.775391,-3.957031,1.449219,-1.187500,0.000000,0.000000,0.010027,0.114170,-0.197634,0.225138,-0.015381,0.016602,-0.000732,0,-4500,4500,0
1334.785156,-3.957031,1.449219,-1.187500,0.000000,0.000000,0.007212,0.114108,-0.197323,0.225198,-0.008545,0.044189,-0.000732,0,-4500,4500,0
1334.794922,-3.957031,1.449219,-1.187500,0.000000,0.000000,0.003754,0.113894,-0.196763,0.225157,-0.017090,0.068115,-0.002441,0,-4500,4500,0
1334.804688,-3.957031,1.449219,-1.187500,0.000000,0.000000,0.001926,0.113819,-0.196078,0.225190,-0.000977,0.079346,-0.001709,0,-4500,4500,0
